GEOID20,route
060377025022004,110  
060375319023004,66  
060372406002003,51  
060375035022000,120  
060376013032001,607  
060375038011005,460  
060373105011032,165  
060372200001007,14  
060376013012017,110  
060376210056027,130  
060375438031004,246  
060375421033003,260  
060372371013001,204  
060371351131006,150  
060373016012001,92  
060376040022010,130  
060376210013008,130  
060372964021011,205  
060375361042009,260  
060375507005000,110  
060376204004003,232  
060376203031019,232  
060376203053014,126  
060376212012017,232  
060375550012000,62  
060377018014008,806 
060372676001001,4  
060372218201000,14  
060379800131035,803 
060372653071002,2  
060375325003001,251  
060371230101010,163  
060375433221006,205  
060371041243009,233  
060373004006007,90  
060371047031002,92  
060372410023004,51  
060375414023006,205  
060375426011009,202  
060375362012020,258  
060376024031005,211  
060375535031008,265  
060375409024010,45  
060375717041004,60  
060371066422006,236  
060371831013002,81  
060375316023017,66  
060374827011003,68  
060378005041021,534  
060379304003244,804 
060372260021045,51  
060372347003002,710  
060372422022004,55  
060376029002011,209  
060376025102002,211  
060376025102003,211  
060375551051006,62  
060373020032004,180  
060379304003224,804 
060379800241003,901  
060376029003006,209  
060377021027005,733  
060375356073004,60  
060375358021003,117  
060375401012010,260  
060375515022000,265  
060376500043001,210  
060372969021005,910  
060375531001014,125  
060374631032001,266  
060377024001018,733  
060375332041008,110  
060375336013011,110  
060375703041003,60  
060375544042008,130  
060375508014023,265  
060376016003003,211  
060375408005007,51  
060371241051003,154  
060371414002002,150  
060377008012018,16  
060374311004008,804 
060375331083000,110  
060375332042003,110  
060372623011001,734  
060374301012009,267  
060373022023010,92  
060372721005005,733  
060377032005008,607  
060374640003006,258  
060371925101003,207  
060372364002006,102  
060372322002001,206  
060372913003000,130  
060372713003000,806 
060373015024008,92  
060371395022003,150  
060371977002008,4  
060377026004037,108  
060375433051052,202  
060376503004001,344  
060371231031008,164  
060371951004000,201  
060372379002002,207  
060375025002036,265  
060372397023003,10  
060379304002194,234  
060374820012008,70  
060375513003006,265  
060375361021001,115  
060375034015004,120  
060376210012012,232  
060374601012016,267  
060374331034023,910  
060372739025010,108  
060371433023002,224  
060374809022011,76  
060377026001005,110  
060371244003002,237  
060374605011005,177  
060375323042027,258  
060372060501022,60  
060372755002003,108  
060377030024011,108  
060372289002012,108  
060375301021009,18  
060375002033010,120  
060375338041008,110  
060375427003019,51  
060376037032003,126  
060376203056019,126  
060375430001003,51  
060376209011007,126  
060373011004007,92  
060371082023008,243  
060372624001004,602  
060372199023003,14  
060375508014007,265  
060372423003000,55  
060371919011017,237  
060377002005006,4  
060372316012004,105  
060375433062000,202  
060374808033004,258  
060374309011017,804 
060374617002008,267  
060373017012021,94  
060371434021007,230  
060375723012010,202  
060376213013007,232  
060376214001003,232  
060376009021000,110  
060376207012011,130  
060371288023006,233  
060375719004011,60  
060375719001000,60  
060374606012001,90  
060374805002014,78  
060375408005008,51  
060375532023004,125  
060375409023006,45  
060375337012006,108  
060377029001001,108  
060372049202021,254  
060372267021003,53  
060372734031007,33  
060372737002013,33  
060375002022003,120  
060372426001004,55  
060375338031006,110  
060375507004003,111  
060375416032007,125  
060375401011012,120  
060375517002009,117  
060375713001008,266  
060372780012015,115  
060375329001003,55  
060375351021010,115  
060376010023013,212  
060375433044005,205  
060376512012012,344  
060376201012003,625  
060375302041003,18  
060371011103002,90  
060374634001001,180  
060372405002003,117  
060375778001020,120  
060375762001005,60  
060372672022003,704  
060374313003008,267  
060377008013014,14  
060372163011027,28  
060377010005006,28  
060371352012001,164  
060371112043011,243  
060377009012010,16  
060376015022003,117  
060377018011014,4  
060371043222011,224  
060378004101043,534  
060372378002009,206  
060371200102001,152  
060373003016001,90  
060377002001002,2  
060374811033000,176  
060375357011004,611  
060375506022001,265  
060374046001001,804 
060371815002012,81  
060374043014006,804 
060371920011000,4  
060377025011001,33  
060374808041005,78  
060377010001000,14  
060374819022016,258  
060375510021003,266  
060371212101009,230  
060375331051018,110  
060372060511078,60  
060371952012001,175  
060375323023027,260  
060372382003013,206  
060375354001008,612  
060375722014005,801 
060376206012007,130  
060379800241018,154  
060374609004025,267  
060371907021001,2  
060372674052004,4  
060375718002010,60  
060371271031000,163  
060376208012012,126  
060375424011008,60  
060375708004006,266  
060372145011003,217  
060372163011001,20  
060375006005003,265  
060375006004002,266  
060375527005002,460  
060374631034012,266  
060374629003061,180  
060374816041000,76  
060376206014008,130  
060375545112005,128  
060376210051011,232  
060371221211002,152  
060371234202009,167  
060372643061007,720  
060372115003006,16  
060377030022021,102  
060376039021011,126  
060371277121001,163  
060374311002003,804 
060373113003008,183  
060371344211008,165  
060372017002001,76  
060371345211002,169  
060373109005004,183  
060374611004000,267  
060376020022013,126  
060371254041004,224  
060376201013000,625  
060376205211007,130  
060371234101001,163  
060374805004003,176  
060375323032022,62  
060376028021004,209  
060375732012008,60  
060371349072001,165  
060372742021003,108  
060376201011012,625  
060372426002004,53  
060376027001031,210  
060371289103018,234  
060376703243004,232  
060376206024008,130  
060371273001004,169  
060371021041020,92  
060375356032008,115  
060374314004009,78  
060374602001005,260  
060375437041001,246  
060375436031011,205  
060377023002020,33  
060375541052004,128  
060374629003052,487  
060373016014007,92  
060372695001000,16  
060372169022008,217  
060372737003003,733  
060376207011006,130  
060371349043006,165  
060375350023008,55  
060375338034000,111  
060372770005004,217  
060372352013002,110  
060372764003008,115  
060375308022011,70  
060372094011005,66  
060371439022008,150  
060379902000015,232  
060379800331040,801 
060372719023002,733  
060372941202015,202  
060375731013006,60  
060377012015003,20  
060372240101018,55  
060375348032003,612  
060375353004000,115  
060375427002002,205  
060375408003001,53  
060375553002004,62  
060375537021002,127  
060376500015012,210  
060376210051009,232  
060375702022007,130  
060375433051057,202  
060375760011008,232  
060376703262004,344  
060372948202005,232  
060372951031013,550  
060375763021012,232  
060377031001008,212  
060372734042000,733  
060372323002002,206  
060372722021002,733  
060375416041001,60  
060374805004023,176  
060371853101003,28  
060372754001009,108  
060375401021005,612  
060374820011018,258  
060371041243015,233  
060373202024002,234  
060371111002000,237  
060372037102000,71  
060372690001014,806 
060372628022003,602  
060372378002007,204  
060375331041007,111  
060375350023000,55  
060372326011001,206  
060371043212004,233  
060379800201001,90  
060376039011013,211  
060375413003026,205  
060374625002005,268  
060372771002011,102  
060375518021010,125  
060375412004006,53  
060375418013003,762  
060375759011005,801 
060371203002007,169  
060371896001001,237  
060374610001001,260  
060372288003007,55  
060372372023004,206  
060376021051006,40  
060377026004009,110  
060376214001004,232  
060371913021004,175  
060373004005010,90  
060373025062006,90  
060375313013001,720  
060373021024007,183  
060378003252003,161  
060372060501057,66  
060372373002001,207  
060375720014016,60  
060377004003004,4  
060375302022002,68  
060372698001004,16  
060375311011003,106  
060372756031007,108  
060375027001019,62  
060372703001022,35  
060371190042000,166  
060372943012004,910  
060372945202002,246  
060372395021000,53  
060373108005001,183  
060371342012008,169  
060374605013015,177  
060372766012020,115  
060371871012006,92  
060375330011015,55  
060375338061016,110  
060372771002003,102  
060374320024001,267  
060375325003007,254  
060375416061005,125  
060372127022005,210  
060372653033001,602  
060372113202001,16  
060372623033005,602  
060372733001008,33  
060372752002005,108  
060375411002009,53  
060376034001014,125  
060375436051005,550  
060372944212003,232  
060374631032006,266  
060376513025003,232  
060371021041013,92  
060374613001003,267  
060371372031012,161  
060373118011011,96  
060372222001007,206  
060372395011004,53  
060376212012012,232  
060374318003005,268  
060372326011003,206  
060372911102004,204  
060372678003012,734  
060378004111006,534  
060376036003012,710  
060371375022021,169  
060375523023009,460  
060371070102006,236  
060371247001001,183  
060373108003005,183  
060373112003003,183  
060377019021001,20  
060374820011010,258  
060371211021023,152  
060371012202001,90  
060371279202003,163  
060375338061001,110  
060372756033002,110  
060376502003000,211  
060372933041025,232  
060374631032027,487  
060372756041003,110  
060373110002016,164  
060372742021017,108  
060375331081003,111  
060377009023009,14  
060375754011010,232  
060376006021008,210  
060376009111004,607  
060376203055009,126  
060376039012000,125  
060376028024019,209  
060375532013004,125  
060375411003004,51  
060375421033024,127  
060376511012005,344  
060371901012001,217  
060376503002008,344  
060372407005002,51  
060372949002003,232  
060371955001004,201  
060374808022000,258  
060373021043008,180  
060372408003007,51  
060372126202001,207  
060374600021014,487  
060371323022002,165  
060375302022000,68  
060375406002009,205  
060375406001001,205  
060372654101002,602  
060372739022006,108  
060372293003011,10  
060375542031013,130  
060372945202004,246  
060372110003012,20  
060372079021001,66  
060375359011010,117  
060372047003015,66  
060372048103003,18  
060372195002010,705  
060377031005013,212  
060372753132010,108  
060377025021005,217  
060377024003007,33  
060372351003007,108  
060372289002014,108  
060375325003010,254  
060372115001000,14  
060372036011000,251  
060372244101000,35  
060372286002005,105  
060375029012009,120  
060379800361014,68  
060379800211002,233  
060373108005009,183  
060373109003011,164  
060377008013016,14  
060371954004005,704  
060376207011002,130  
060371813001003,180  
060376513043007,232  
060371098003005,158  
060373006021010,90  
060373009022001,201  
060371285002001,237  
060374633002011,267  
060375307001008,76  
060377002006002,4  
060374825212002,176  
060372627061001,602  
060371435003002,167  
060374803041003,78  
060374827022001,260  
060373023012006,201  
060379304002193,90  
060375541011005,127  
060375427003021,51  
060375527003007,460  
060374827011001,68  
060374044021019,804 
060371096013010,230  
060373107043008,92  
060371211023005,152  
060371278053000,744  
060374602003015,180  
060371411021007,158  
060371285002005,237  
060374801023004,78  
060374807022013,176  
060374008013002,804 
060374637002035,687  
060374807031003,78  
060372132012000,206  
060372087201002,18  
060371064033005,236  
060371064031010,234  
060371044042006,230  
060371042041000,744  
060373014001001,183  
060374627003022,687  
060371380003014,169  
060374307014012,267  
060374300041010,267  
060373021023000,685  
060374313002009,78  
060374305026006,487  
060371883002003,201  
060371871012000,92  
060374822011010,70  
060374815001009,76  
060371917101003,10  
060374803021009,78  
060377005023000,2  
060371919012008,4  
060372036011005,251  
060371041242001,90  
060371066491006,239  
060372626044000,602  
060372145032005,20  
060371999001006,76  
060371251021018,155  
060371098001007,237  
060372651002013,2  
060371852032001,28  
060371920012001,4  
060375361041029,120  
060374615013002,180  
060371043212009,233  
060371095003007,230  
060371093003001,237  
060371042042007,90  
060373105011003,165  
060371373021006,169  
060374810011000,78  
060372181101002,210  
060371222001017,94  
060374623022005,804 
060374629003036,487  
060374625002004,687  
060374614002009,268  
060375315022001,258  
060375538021003,128  
060373003016003,90  
060371210103001,152  
060374611002004,687  
060371172011009,234  
060373103001009,92  
060371221212003,222  
060374304003011,487  
060373021024001,183  
060371894002000,222  
060372651002005,2  
060374803021007,78  
060374812032005,78  
060374304001012,487  
060374323001003,487  
060371905201000,780  
060374339033015,176  
060371220003007,152  
060374629003015,487  
060371370002017,169  
060371252002005,237  
060376014013022,115  
060376010012017,212  
060379800281060,115  
060371151012002,167  
060371013004001,90  
060371044032003,230  
060371011101004,90  
060374602003008,180  
060371043222006,224  
060371173023002,167  
060374822011009,70  
060376025131018,126  
060372405004019,45  
060371891023001,180  
060375517004024,117  
060374640001019,258  
060373024011000,180  
060372149031004,16  
060373116022012,155  
060375526023004,128  
060375539021011,128  
060371433011006,155  
060375042001028,120  
060372015011009,78  
060377005022000,105  
060372133201004,204  
060371241023008,237  
060371434021011,230  
060378003361011,161  
060374814041005,76  
060371924101004,14  
060371081021006,243  
060373012051001,92  
060371957101005,4  
060374811034002,176  
060372015032012,256  
060372671012001,4  
060371134283002,152  
060371134241017,152  
060374607002027,268  
060374610004007,268  
060371347202001,169  
060371439022001,150  
060374636011005,180  
060374609003008,267  
060374626001010,256  
060373012062008,92  
060378003351008,161  
060371435004005,167  
060374307213000,268  
060374043014007,804 
060376006021004,117  
060373203001015,230  
060371081022006,243  
060371281011005,164  
060373110003001,165  
060372640003004,602  
060372656011016,4  
060374339033004,176  
060371953003008,2  
060374321013000,268  
060372243101001,200  
060374806022007,176  
060375323033020,18  
060371833002003,83  
060371944011003,10  
060372110003014,20  
060371990022044,28  
060372145033001,16  
060374823012006,487  
060375323042079,108  
060376028012002,209  
060376021031006,40  
060373110002003,164  
060371343022004,152  
060373005011004,90  
060371272103007,163  
060371882021005,180  
060374311004019,804 
060374641011005,78  
060371831031002,256  
060374820011007,70  
060371941011002,217  
060372622002003,734  
060374046001030,804 
060371133012021,243  
060371245001000,901  
060371152031007,150  
060371114011009,158  
060379304003079,804 
060379304003094,260  
060371344222012,152  
060374607002011,268  
060371199002009,166  
060373103002010,92  
060371374022005,169  
060371851012015,83  
060373022022000,183  
060372679011008,728  
060374825213004,176  
060371898012006,2  
060374801012008,78  
060375437052011,246  
060373009011004,90  
060379304002130,234  
060374301013007,267  
060372760003021,115  
060371235101006,158  
060374807032008,804 
060371976001010,53  
060374825031002,70  
060374824031002,70  
060371959011000,704  
060377010003026,28  
060378005063007,534  
060372653061000,602  
060379800161125,611  
060371374012007,169  
060374808032001,258  
060372015011003,78  
060372038001002,71  
060372134023001,30  
060375325001022,60  
060371433021009,224  
060371992021001,252  
060371066032004,236  
060373110001003,154  
060373110001008,222  
060371221221013,794  
060371133032031,245  
060371897042006,222  
060372115003009,16  
060379800361045,266  
060371907012007,2  
060374811034000,176  
060372149042002,16  
060375313022000,66  
060372071021025,76  
060372911102001,45  
060376008021006,210  
060375544041001,130  
060375544031006,130  
060373009012001,201  
060371096032001,158  
060379304002142,233  
060374601011014,267  
060374602005005,267  
060371331021004,164  
060379800081001,152  
060378003351010,161  
060373016023019,96  
060371133231000,245  
060371133232001,167  
060371061122005,234  
060373109006021,183  
060374304002007,487  
060373011003010,92  
060373016012018,94  
060371891021008,180  
060371863023012,28  
060374043011004,804 
060375439053006,246  
060371351023004,152  
060371810002007,83  
060376004004006,207  
060371834021002,83  
060372083022004,10  
060377009024006,720  
060374811022013,176  
060371872002010,96  
060374325011012,487  
060371411022007,158  
060373010003019,180  
060372411203006,45  
060374604011008,177  
060374006052017,804 
060372244101006,603  
060371952023007,175  
060374828013012,68  
060377032006019,108  
060371096011007,158  
060371046101000,224  
060371173022008,236  
060374329013010,266  
060374801022011,78  
060377019022000,720  
060372048103006,720  
060376024025000,40  
060376213012000,232  
060375308011006,71  
060372095102000,603  
060375302021022,18  
060374827014003,260  
060375315032000,256  
060372392023009,110  
060372051202019,254  
060372183002001,33  
060372240202019,55  
060372226002013,806 
060372771003011,115  
060371899051001,217  
060374320012007,268  
060375702023006,130  
060376205211000,130  
060376503005008,40  
060372972011007,910  
060372946202005,202  
060372943021000,232  
060375702023011,130  
060371285004002,237  
060371311003010,169  
060377023002001,806 
060376030072005,125  
060376024025001,40  
060375403001011,117  
060372376003004,111  
060371288012001,154  
060375519004001,460  
060374641012004,78  
060378004061037,534  
060371910002001,2  
060375361022039,117  
060376513025005,232  
060375339022001,111  
060379800361029,176  
060373112002000,222  
060372384002014,206  
060375708003011,265  
060372384001002,115  
060372372013003,110  
060371048231003,166  
060371272202005,163  
060372246002009,35  
060372247021000,81  
060372933041016,232  
060372943011005,910  
060378004061048,534  
060374006051003,804 
060372411202000,45  
060371320022007,165  
060371393011023,243  
060375329003000,102  
060375436061003,205  
060372392011002,45  
060377032003010,210  
060374601012019,267  
060376001001013,206  
060375433051051,202  
060374335052001,70  
060377010004002,20  
060376210013009,232  
060372780011018,102  
060372395021001,53  
060374828013000,68  
060375031061002,120  
060375401024009,612  
060375031061003,120  
060372376001004,110  
060376009123007,110  
060375029012012,120  
060376023021005,803 
060375426011002,202  
060375436051001,550  
060375704021016,60  
060371047041005,166  
060372128001001,30  
060374613001013,267  
060377024005001,217  
060372753113003,108  
060372316022007,206  
060372281001002,55  
060372352022012,210  
060376203057049,126  
060375519004009,460  
060375722011004,60  
060376504012010,344  
060375760011006,801 
060375732011005,60  
060378004061067,534  
060373116012009,155  
060376500013013,130  
060376041011010,211  
060373201011008,92  
060372325001001,207  
060375035013000,120  
060375025002039,265  
060375027004058,120  
060376214001007,232  
060376210056036,232  
060376209043039,232  
060372965001000,246  
060372965003000,246  
060372963003010,205  
060376701022001,232  
060375748001009,577  
060371316003002,243  
060374046001079,78  
060372721001006,33  
060372969011002,205  
060372756043011,110  
060372347001003,108  
060377028022032,33  
060376003041005,204  
060376010012010,211  
060376040011009,126  
060375431003006,53  
060379800251001,202  
060376207013009,130  
060375704041009,130  
060375758012004,801 
060372742023004,108  
060372753113010,108  
060375034014000,120  
060375414022000,202  
060372073042000,30  
060375763011003,801 
060372627041014,602  
060372372023000,206  
060372282203001,102  
060375354002019,612  
060375032013005,120  
060375332043003,111  
060372381004008,209  
060376014023005,117  
060375359011001,115  
060375420002004,125  
060372414002012,45  
060372412023010,81  
060375433223012,205  
060375700034008,266  
060377001022007,4  
060374631031009,180  
060374636011001,180  
060377030022015,108  
060372965001002,246  
060375302023030,18  
060378004122010,534  
060372713003015,806 
060372186001000,14  
060374810011006,78  
060372948201006,232  
060372971102002,910  
060376027001024,209  
060372761021005,607  
060375534002000,265  
060375416042006,60  
060375418012002,762  
060376040011015,40  
060375705041007,130  
060375545212000,62  
060372951031017,550  
060375770005001,577  
060379800141065,232  
060376707011014,205  
060375440021011,801 
060372414002017,45  
060375440012007,202  
060371370001008,161  
060377014023005,704  
060377014024005,20  
060377016011001,20  
060372041201002,605  
060376013011005,102  
060372412012006,81  
060372770002007,115  
060376203057032,126  
060375512041011,266  
060375553002006,62  
060376500014000,210  
060375704031000,60  
060376036002014,710  
060375551052005,62  
060375734011028,60  
060375715022000,60  
060376213014009,232  
060375551073005,62  
060372945101003,232  
060375722024006,801 
060376507012013,344  
060372963001003,550  
060376502003013,210  
060376503004003,344  
060371211021004,166  
060376500032004,210  
060375418022004,260  
060374608001005,267  
060372260011044,801 
060377015012001,720  
060372690003005,806 
060372753113001,108  
060372283201000,53  
060372343022010,105  
060376003043003,204  
060375356073000,60  
060375402011000,117  
060372380001006,117  
060372395012006,10  
060375526023002,128  
060373105011005,165  
060374600021009,487  
060377016022019,20  
060377018012012,806 
060375319022014,18  
060377008023017,20  
060375341011006,110  
060376213263008,232  
060375549005007,62  
060375432034020,60  
060376707012000,205  
060372051201009,254  
060372270103003,53  
060372270101006,55  
060377018022004,806 
060376008012010,209  
060375317012021,18  
060372048102006,605  
060372043003011,605  
060377012012016,20  
060372672013001,4  
060371091002021,239  
060371044032001,233  
060371897022007,237  
060377015013009,20  
060375760013021,232  
060372976023012,246  
060375322003001,265  
060378003362007,161  
060376212013009,232  
060376209043030,126  
060375004043002,266  
060372427003006,55  
060376004004013,207  
060375028015007,62  
060375361033001,260  
060375507003003,110  
060376205016000,126  
060375433044004,205  
060376211041007,232  
060376211044015,130  
060375717011018,60  
060375311013003,68  
060372260021013,66  
060372189002000,14  
060372753111004,108  
060372351004016,607  
060372364002003,102  
060372315002002,209  
060374825223005,176  
060374634004005,267  
060371331012007,901  
060375754013004,232  
060374800123004,266  
060371436031002,224  
060371994002003,81  
060371312001002,152  
060377007003015,20  
060376024022009,211  
060375719003017,60  
060377025011009,33  
060375315021003,66  
060372289002002,108  
060376001003002,204  
060372400102018,115  
060372403021006,204  
060375718003005,60  
060378004061091,534  
060372962102007,910  
060378003385014,161  
060377014023004,720  
060372677002001,4  
060375356074005,117  
060375356071013,117  
060375031052006,120  
060375421032005,260  
060374332003001,176  
060372161003000,28  
060372148001000,14  
060372422011006,254  
060376021052002,211  
060372220024000,757  
060372376003002,110  
060372742022001,108  
060372764005002,115  
060376021061003,40  
060374800124002,266  
060379800281072,40  
060371066042000,224  
060375436031027,205  
060375412004024,51  
060376041022011,40  
060371232061006,165  
060371237002002,164  
060371990022014,28  
060372742021016,108  
060375004043005,266  
060374044011001,804 
060376706042004,344  
060374622011005,180  
060375319013003,66  
060372735023015,733  
060376208023003,232  
060376210011009,232  
060374321021008,268  
060372011203003,78  
060379800171001,602  
060372652041006,2  
060375323042047,108  
060372294201004,53  
060376003031000,120  
060376003042000,204  
060375424023007,202  
060376209013026,232  
060375758011010,232  
060372947012029,232  
060375024013008,266  
060375026043002,62  
060375521003005,62  
060374823032002,70  
060375529002001,128  
060375425023003,202  
060375540021003,128  
060375754022004,232  
060377032004004,607  
060375326051005,110  
060373003013005,90  
060371241021009,224  
060377026004001,110  
060372327011000,204  
060372672023008,704  
060377012014003,602  
060372735023025,733  
060372346004022,607  
060377028032013,108  
060372752001002,108  
060372742023010,108  
060376209042015,126  
060375707015001,265  
060371945002019,105  
060376203057057,126  
060372168001008,28  
060376009121001,110  
060372285003000,105  
060376213012010,232  
060371954002010,4  
060372146003001,14  
060375038011013,460  
060375432011008,205  
060376209041006,126  
060376513025004,232  
060372217101007,14  
060371255023001,224  
060373010001004,685  
060375704032014,60  
060372047002010,251  
060376512014002,232  
060374321021000,268  
060372372023001,207  
060372761022001,212  
060379800341047,460  
060375758021004,232  
060375502023004,460  
060372911201007,754  
060377030031000,108  
060372373001000,209  
060372340012007,40  
060375356041003,612  
060372739025018,108  
060372770003010,217  
060372766013007,115  
060375425023012,202  
060375719001014,60  
060375357024005,115  
060375514012000,115  
060372426003003,53  
060376013012008,110  
060372780012007,115  
060379800161061,60  
060375551062007,62  
060376020022004,211  
060375402031003,60  
060375323042077,108  
060371131012008,243  
060374632003002,180  
060374632002007,267  
060373113003018,222  
060371902023001,217  
060372060512007,30  
060372380005004,209  
060375552122006,62  
060378005061001,534  
060374802012009,78  
060377010003006,28  
060375501011010,62  
060372933041008,232  
060372756033012,108  
060372652011006,20  
060375706032004,265  
060371276041000,163  
060374602002003,260  
060371132311008,152  
060375507005009,111  
060372781023005,115  
060372384001004,115  
060374323003012,268  
060371918203002,210  
060375513003013,115  
060374309022000,267  
060374631032014,78  
060371093002014,239  
060372756033017,108  
060372753121013,108  
060372281001016,105  
060374816052013,76  
060375034021003,120  
060371916102004,207  
060374808021003,258  
060375719003001,60  
060376504014010,344  
060375433223016,205  
060372652041012,734  
060375349004002,611  
060374614003013,268  
060371238002002,237  
060374811031008,176  
060372214022009,207  
060375403004007,120  
060376212013011,232  
060375779003003,801 
060372060101015,45  
060374815001004,487  
060371321022004,163  
060376210051027,232  
060371393031002,154  
060374603012002,267  
060371239012015,164  
060372221001000,35  
060375424022017,60  
060371881001010,94  
060372035001007,68  
060372765001009,115  
060372377202002,81  
060374613004026,256  
060378003354023,534  
060374329021002,76  
060375515011011,265  
060375428002013,51  
060375432033011,202  
060376208022004,126  
060375763014011,232  
060372405001004,45  
060371278041000,165  
060371239012001,230  
060371893002015,180  
060372060521019,30  
060372679022003,728  
060374824011010,770  
060375326072014,108  
060376203013002,232  
060376205016003,126  
060373018022000,92  
060374614002008,268  
060374626001011,256  
060379800241033,234  
060372163011015,217  
060372626045002,602  
060372411201002,45  
060373007022018,92  
060377010002020,20  
060374828012012,68  
060372393301001,111  
060372742023006,108  
060372911102020,45  
060376502002002,210  
060379800171000,602  
060375438011011,246  
060375539022011,265  
060376205212001,130  
060372912201004,344  
060371319001003,236  
060374806024000,260  
060371831032019,176  
060372285002007,10  
060376200012008,625  
060375031063012,120  
060372944102000,910  
060373203003012,230  
060371031024005,90  
060372766012016,115  
060375506023005,111  
060374610002000,267  
060376027001032,710  
060376700022000,232  
060376502003007,130  
060378003372023,161  
060372753121014,110  
060377031006018,212  
060375361032017,117  
060375312012010,665  
060375552111010,62  
060375320012004,18  
060377001023005,4  
060372014022009,76  
060372200003002,35  
060372397023006,115  
060371959021001,4  
060371153011002,167  
060371132321013,152  
060371151041010,239  
060378003352019,161  
060371810003010,28  
060372031001007,252  
060378004122030,534  
060372281002003,105  
060377032005011,607  
060376203056027,126  
060372735023020,733  
060375362011023,258  
060374625002007,268  
060375732012002,60  
060375731011005,60  
060372193003008,210  
060372702003008,33  
060372060501039,62  
060372214011001,209  
060372781022001,115  
060376008013004,115  
060375532012004,125  
060375524001004,460  
060375428002018,51  
060375428002014,51  
060379800341051,460  
060376205222012,130  
060375706032003,265  
060375722011006,60  
060376514021004,232  
060375763012000,232  
060379800331007,801 
060372043003008,30  
060375323033045,62  
060376704052002,344  
060372735022003,33  
060372372021005,207  
060376029002013,209  
060371944023005,10  
060371255021000,183  
060377004003013,30  
060377004004021,14  
060371977001005,704  
060378004061012,534  
060375302021010,68  
060372766011006,115  
060375351014021,55  
060372141002006,14  
060375528003000,62  
060371014003007,90  
060372678003017,806 
060372043002003,605  
060375539012000,127  
060375770005008,577  
060371251021010,230  
060372352012011,209  
060375519001010,460  
060372963001013,205  
060371341012006,243  
060371282201000,164  
060376034001010,125  
060371831031013,256  
060374316003013,78  
060371990021009,83  
060375316042006,258  
060377028031005,108  
060377028031012,108  
060375362022009,265  
060375703041009,60  
060374084023053,577  
060371114011000,158  
060373005033007,90  
060376024025005,211  
060375420001013,125  
060371380001002,750  
060377006001002,2  
060372049202000,66  
060372227001024,550  
060375712023005,265  
060372283102000,102  
060376501012001,130  
060372756043020,110  
060375355031001,115  
060373202022015,234  
060375302023018,18  
060375330011006,55  
060375351014023,254  
060374802022014,487  
060376203052017,126  
060375334021011,108  
060372110005015,16  
060372183001008,212  
060372042002007,30  
060375323042006,258  
060377032003004,210  
060377032003008,210  
060375713001002,266  
060376214004003,232  
060371060203007,234  
060371815003001,81  
060371813003000,180  
060379800361066,266  
060374827011002,68  
060376017001000,40  
060375521003000,460  
060375416052006,60  
060371312001013,239  
060371251021003,183  
060372189001011,14  
060375003001001,577  
060372222002006,207  
060372933042010,232  
060375759014006,232  
060375545213003,128  
060379800361033,266  
060376512011007,232  
060372260011019,51  
060372323002011,206  
060372264101001,10  
060372043003000,251  
060376039012004,125  
060371397031010,150  
060371323012007,163  
060375352003009,612  
060371173012002,167  
060372652041007,2  
060372766014007,115  
060379800341078,128  
060374620012000,687  
060376206021006,344  
060379800341069,460  
060376504012008,344  
060376041021014,40  
060371282202002,154  
060371042012008,90  
060373102022000,183  
060373102022009,183  
060374819021000,258  
060378004061088,534  
060375351013014,53  
060375330012009,55  
060377018012013,806 
060375304002009,68  
060374628001012,687  
060374629002011,268  
060374320021001,268  
060371327001004,164  
060379800161127,611  
060375404001008,120  
060376018021003,40  
060376203057034,126  
060375421062006,762  
060376039022000,40  
060375528001003,62  
060376023015002,125  
060375524002003,460  
060375037012005,120  
060375519002006,460  
060376507012029,344  
060372012001015,78  
060376513021002,232  
060375758032000,232  
060375758022004,232  
060377007002019,2  
060375543022005,130  
060378005061014,534  
060376009112004,212  
060375539021016,265  
060373108005018,183  
060374621002010,180  
060373110002001,164  
060372711003011,734  
060371853101007,28  
060372347003009,210  
060372677001004,4  
060372361022000,105  
060371924201006,10  
060378004061017,534  
060377028033011,733  
060375540023006,128  
060372941102003,246  
060372944101002,205  
060372141002021,16  
060374809031024,260  
060372674041002,20  
060372711001000,806 
060372736002008,33  
060372372011005,108  
060372739022000,108  
060373016012025,96  
060372733003000,33  
060372134022003,728  
060372671022008,728  
060375305002002,106  
060372721003009,733  
060375435032005,910  
060376213013008,232  
060375440012005,202  
060372920012003,550  
060372244101002,35  
060375323042088,110  
060375435022002,550  
060376214003002,232  
060372972011010,910  
060374805004007,176  
060371254041000,237  
060371955001008,201  
060375704032005,60  
060375431005007,53  
060371340022010,163  
060376022021013,120  
060371033002009,222  
060371271041001,158  
060371241022002,224  
060371210102000,230  
060371235102006,165  
060374043011002,804 
060374822021004,70  
060374821011001,70  
060372612002008,2  
060372074001016,90  
060375427003022,51  
060374822023000,70  
060375042001026,120  
060371173011000,237  
060374334022004,176  
060371234203003,165  
060371314001010,150  
060373005031000,90  
060373018011000,92  
060374637002031,260  
060374624001001,268  
060371413051001,234  
060374309011015,267  
060374043013016,804 
060374308023002,267  
060372110002003,14  
060372114101000,14  
060371925102006,207  
060372641031000,720  
060372091051002,18  
060372167002004,105  
060372092011010,51  
060371990022059,45  
060372170023005,16  
060371061123014,90  
060371232061010,152  
060371348022008,165  
060371343042003,152  
060371212212007,230  
060371411021000,158  
060373115002002,155  
060371434013001,155  
060374806023001,176  
060374816061014,76  
