GEOID20,route
060372200002010,210  
060376027001013,120  
060375417003003,60  
060372326011007,206  
060375532021002,125  
060374307012011,78  
060375004042005,266  
060375301021012,18  
060372970022000,205  
060376200012011,232  
060375358033001,117  
060375529001011,128  
060372247021019,102  
060372933071001,232  
060371317021015,163  
060371013003004,90  
060371044042000,233  
060371014001001,90  
060374815003020,76  
060373015022007,183  
060375326074003,110  
060375353001001,612  
060372075011000,60  
060374321023000,267  
060372048202000,605  
060374008014005,804 
060374314004015,78  
060374804002000,78  
060372627042004,602  
060375039021007,460  
060375722024008,60  
060373007022004,90  
060371374011005,169  
060372698002001,16  
060372946201009,202  
060375532022001,125  
060372149041002,14  
060374641022013,78  
060374821021005,260  
060371082022015,243  
060372323002008,206  
060372361011007,105  
060373021043009,180  
060372247021006,81  
060372041101000,68  
060373102022007,183  
060375343011001,612  
060371218011004,230  
060371021041008,92  
060371061122003,234  
060371061143001,230  
060376706031009,344  
060374805001008,78  
060379304001040,90  
060377016023013,20  
060374820011008,70  
060374008013013,804 
060377028032006,733  
060375336033006,260  
060371254023005,155  
060372742023009,108  
060374044022001,804 
060377032004012,607  
060372289002006,55  
060373102022002,183  
060373107031017,92  
060371281011002,165  
060378005041042,534  
060375317012026,18  
060377015022006,20  
060375354002023,254  
060371392002009,239  
060373106012028,165  
060372316022000,40  
060375009004003,265  
060376018023000,212  
060375322003022,62  
060372352011007,111  
060376034003003,125  
060375521002005,62  
060376511022004,344  
060372012001002,78  
060375436073006,205  
060372347001008,209  
060371251011010,237  
060374806013007,260  
060375776021004,577  
060371318022008,163  
060374620012006,687  
060372244201000,35  
060374636023000,177  
060371132391003,901  
060371345202004,165  
060372392021006,51  
060377020021007,733  
060374815001007,76  
060372086201004,14  
060372324012007,207  
060376703242008,232  
060372141002002,14  
060372260022000,60  
060372693004001,806 
060375311013000,665  
060374616004013,267  
060372181201007,33  
060372183001006,33  
060372393102000,110  
060377018023007,534  
060372201001002,35  
060371944011015,217  
060375310003016,256  
060375002032003,120  
060375719003011,60  
060376514011011,232  
060376203011012,232  
060371252002000,237  
060377005011009,2  
060372675022003,4  
060371436051005,237  
060375438011006,246  
060379800311053,246  
060371066433004,239  
060374816031007,78  
060371994002013,83  
060372693001003,14  
060374827011009,68  
060372628023004,602  
060375720011005,60  
060375512041004,266  
060376025102004,211  
060376214001010,232  
060371317022004,243  
060371432003012,155  
060371394022012,750  
060371243003011,152  
060371233031002,167  
060374816052027,70  
060372017002010,256  
060374322011003,176  
060371256003008,155  
060374807041013,260  
060375539014001,127  
060375520021011,460  
060373002001006,90  
060375422005007,128  
060375424022018,60  
060376021051019,211  
060371152042004,167  
060379800361019,266  
060375517003021,117  
060373202023004,234  
060373110003018,164  
060374603023006,267  
060371370002011,169  
060373117005002,155  
060371893002009,207  
060374316002002,268  
060374636023004,256  
060371881003001,94  
060373025042000,90  
060372149031003,14  
060371920023017,10  
060375307001021,70  
060371902011003,217  
060374823012000,76  
060372060541007,30  
060373202024008,234  
060371190011005,158  
060373116023009,155  
060374300042001,267  
060374619013014,260  
060374807022014,176  
060374640005012,804 
060372655211000,720  
060373117004010,155  
060374623011010,256  
060379800191004,150  
060374806024003,260  
060374802013012,78  
060371952021011,175  
060372060521011,30  
060372037101004,251  
060373203001011,230  
060371066422004,236  
060371042013005,92  
060372113101003,206  
060372653061003,20  
060374329021006,176  
060372148001003,14  
060371956002000,200  
060374808021009,258  
060371953002006,2  
060375421052002,128  
060373116022003,155  
060373113002011,222  
060371882011000,180  
060379800161029,254  
060371070204003,92  
060374808041012,78  
060374321025009,267  
060372172003010,33  
060372171012002,33  
060372077122013,70  
060371216002002,167  
060374311001000,267  
060373202023001,234  
060371034022001,90  
060375538011017,128  
060374305026002,268  
060371200101007,152  
060371132132007,166  
060371348011007,163  
060371320023003,163  
060371344211006,165  
060371286013002,154  
060371239021004,154  
060371347102000,169  
060373017023003,183  
060374631032012,78  
060375340013012,110  
060375339021015,111  
060374827013025,68  
060379800251008,205  
060377007002013,2  
060377003001003,2  
060371909021001,2  
060372074001030,442  
060372035002026,68  
060371272201004,169  
060374628001018,267  
060371042032004,92  
060373003012001,90  
060371132132006,166  
060371046102000,224  
060371031024001,90  
060371113031004,239  
060371014003011,90  
060373024012006,180  
060374006022016,804 
060374328012002,76  
060374332004004,76  
060373114001013,222  
060375538023009,128  
060374629001012,268  
060377008013023,16  
060374820022009,68  
060372100103002,30  
060371112062001,239  
060374634001003,180  
060373113003011,183  
060374609005003,267  
060374627003018,687  
060371993001002,256  
060371851022005,83  
060374321025007,267  
060371060203011,234  
060371320012006,164  
060371349041006,243  
060371218021005,152  
060373118022004,164  
060373107011017,165  
060373105011008,165  
060371219001006,169  
060371218011007,230  
060371343031003,169  
060373108002016,183  
060373117003012,155  
060371395022000,150  
060372015012004,78  
060371851012007,83  
060374800124005,266  
060376006021006,117  
060376018012012,40  
060374006022032,804 
060371096041004,234  
060373004004001,90  
060371173031001,166  
060379304001003,487  
060375308013003,71  
060372170012004,16  
060371853101008,28  
060371917102000,207  
060372015012007,76  
060371958021009,10  
060372086203004,603  
060372145042001,16  
060376002021003,117  
060375506011003,62  
060379304002003,260  
060371061112022,234  
060371310231008,163  
060371230202002,152  
060373101002010,92  
060373021033003,183  
060374635001003,180  
060372126102000,207  
060372656022007,20  
060371834012008,83  
060374819013020,76  
060374320022005,78  
060371032021005,90  
060371132371021,166  
060371132371033,245  
060371096033000,734  
060371041243007,233  
060374602003005,267  
060371345203007,163  
060371321013003,164  
060371212222004,230  
060371233041003,163  
060371411022000,750  
060371254022014,224  
060374619011011,687  
060371439011008,167  
060374804001015,258  
060371810002021,81  
060374640001003,258  
060374806013004,260  
060374315022002,78  
060371899071000,2  
060374810022002,78  
060375005001004,266  
060374307211012,78  
060373024013009,94  
060371998021004,45  
060371909013009,207  
060377002002000,217  
060374341002007,176  
060378005041037,534  
060377009024012,720  
060372111242000,204  
060371285003002,237  
060373117006004,155  
060371397011002,150  
060371943002005,2  
060375325003003,254  
060371082041014,243  
060374306001011,268  
060376021042021,126  
060375028012005,120  
060375776052028,577  
060371242012014,154  
060371286011006,154  
060374610003010,268  
060371151011011,167  
060374321025004,267  
060378002021012,534  
060377006001043,704  
060372151011001,20  
060375748001013,577  
060375317023005,66  
060372035002013,68  
060375418021004,260  
060375539023008,266  
060377006002011,2  
060376017003006,120  
060376042002015,210  
060375009001009,265  
060371112021012,239  
060371070102008,92  
060373107032002,92  
060374301011002,267  
060373112002002,222  
060371133032019,243  
060373014003010,183  
060373113001013,154  
060371319003005,239  
060374614003009,180  
060374806021013,176  
060371903022001,180  
060373022023004,92  
060371999001002,76  
060374816052019,260  
060377010003000,14  
060372260011011,51  
060378003354006,161  
060376008012017,115  
060374311003022,804 
060372147001006,20  
060372657022002,720  
060374332002001,176  
060379304003265,804 
060371913021003,175  
060374324011001,487  
060379800311028,246  
060371273002004,234  
060372016011008,76  
060377012014015,602  
060374309011014,804 
060372627061014,534  
060371013004007,90  
060371190033002,233  
060371436032002,155  
060374816032007,76  
060374803022002,78  
060372260011005,53  
060379800331016,232  
060375304002000,68  
060372735023002,733  
060375320011000,18  
060372322001002,105  
060372321203001,81  
060374641012000,78  
060372311002034,550  
060372764001000,110  
060375545223008,62  
060376210011014,232  
060376704052011,344  
060372947012046,246  
060375759023004,801 
060372949001010,246  
060372941102004,246  
060372060511065,251  
060371352021004,165  
060372246002001,35  
060372226001004,204  
060376039012023,40  
060373025051008,92  
060372679011015,728  
060375418011023,260  
060375418022006,260  
060375536021002,265  
060375032021011,120  
060375762001014,232  
060372382003012,115  
060372077121002,14  
060374308034001,267  
060372640001004,602  
060372627063008,602  
060374803022012,78  
060374335061001,770  
060372111242003,201  
060372260021046,51  
060375505024008,266  
060376209041026,126  
060373004006012,90  
060371210202010,230  
060371313001003,239  
060375341012007,258  
060375300073003,68  
060376040011011,40  
060374809022001,76  
060375508014018,265  
060375550011006,62  
060373006023017,90  
060376511012024,232  
060371097001014,158  
060372048201004,66  
060374828011002,68  
060378005041023,534  
060375549004009,577  
060375776051012,577  
060379800331023,232  
060375323042034,258  
060372753121008,108  
060374006053005,804 
060379800161077,254  
060372345011000,209  
060372371021005,108  
060375400002009,260  
060377031002001,102  
060371864031000,28  
060372753113009,108  
060376210055012,232  
060375700031002,266  
060376502004030,210  
060373102021014,183  
060372151012003,20  
060375005001008,266  
060376017002005,40  
060372628023006,602  
060375326075015,110  
060375035011003,120  
060375362021007,265  
060375401024016,612  
060375734011032,60  
060375760013032,232  
060377032002008,102  
060372374013002,110  
060375339011004,110  
060375331042003,111  
060375513003009,127  
060376204001015,126  
060375036012012,120  
060371974103007,603  
060376042004005,210  
060375438011013,246  
060375433051016,205  
060374827013004,68  
060372189001003,14  
060377026004025,108  
060375003001045,577  
060375006001004,265  
060372285003006,105  
060376005012007,120  
060375026022000,266  
060376014012005,211  
060375356032003,60  
060375526021004,128  
060375705022000,265  
060376209041056,126  
060376707012006,205  
060375731011009,60  
060374631031002,804 
060372322001004,204  
060372345022006,105  
060377020021019,733  
060375356074001,60  
060372408001012,53  
060375034023005,120  
060375515023001,117  
060375415003007,202  
060376041022006,40  
060375548011006,62  
060376500015004,210  
060376210056023,130  
060372946201007,202  
060375754011027,232  
060372969011005,246  
060372970022012,550  
060372970011004,550  
060372168002005,28  
060376701011003,205  
060375550014002,62  
060377013023009,720  
060375304003011,804 
060375304003017,258  
060372753114008,108  
060375004044009,266  
060377031002011,607  
060372406003004,10  
060375508011002,115  
060375035021006,120  
060376013012002,212  
060375351012009,53  
060375535031002,265  
060375734011015,60  
060375545182009,128  
060375702023017,130  
060376026013014,210  
060372933041000,232  
060372643052017,720  
060375731013000,60  
060371132391005,245  
060371319003003,163  
060372718031001,33  
060372042002003,30  
060375319014008,66  
060372378002005,206  
060372742021038,108  
060375416052000,125  
060375420001008,125  
060375433042013,205  
060375545162008,62  
060375708005027,265  
060375539022010,265  
060375433051066,801 
060372975012004,246  
060372975021008,246  
060372975013008,246  
060376700031007,232  
060377004002008,105  
060374606011010,90  
060371043222001,92  
060374308035001,487  
060372162011003,212  
060375759021001,801 
060373012063012,92  
060377015023012,4  
060374827013020,68  
060377009014036,28  
060377030022020,217  
060371831031008,256  
060377024003013,33  
060375776052031,577  
060375318001004,18  
060372060511029,66  
060379800361057,266  
060375315031011,256  
060372963003009,205  
060372781021001,115  
060375026042008,62  
060376001002000,206  
060372766081006,115  
060379800341032,460  
060375529002012,128  
060375762004012,232  
060379800331049,801 
060375521005003,460  
060375517002002,265  
060375405014001,60  
060376214001015,232  
060376209041028,126  
060372717022004,806 
060372347002002,108  
060377030023000,217  
060372760001005,110  
060375778003003,111  
060374623022013,258  
060379800081012,169  
060371310231001,169  
060374304001019,487  
060372195002006,806 
060372198001005,35  
060372695001002,16  
060372690003004,806 
060375334031006,260  
060372392011001,108  
060372735023004,733  
060372738001011,33  
060376009123003,607  
060376007031002,115  
060376203057031,126  
060375408003010,53  
060376021063002,211  
060375435032003,205  
060375426012012,125  
060376036002018,710  
060375518011002,127  
060375762003009,232  
060376500015007,210  
060373017023004,183  
060376027002008,120  
060373107032009,96  
060371285002007,237  
060372736003030,733  
060375325002003,60  
060375326051002,60  
060375326073000,110  
060375323031001,258  
060375510021005,266  
060372379004007,111  
060372352022009,210  
060374332003004,176  
060377012011012,602  
060378005041012,534  
060374607001010,268  
060374313001006,267  
060379304002023,234  
060372964023005,205  
060375302021027,18  
060371285001006,183  
060377018011023,806 
060375318002008,18  
060372079021032,14  
060372721005002,33  
060375007001008,265  
060377021024009,733  
060372379002005,207  
060375528004013,62  
060371200101006,234  
060377024005025,105  
060375316021006,66  
060372260022057,66  
060374084023036,577  
060372240101036,45  
060379304003243,267  
060371133011006,243  
060372713004011,806 
060377014024001,20  
060376703261002,344  
060372652041000,2  
060376208023019,130  
060372943022001,232  
060377021027003,733  
060372765001007,115  
060372403012010,81  
060375437043005,246  
060376210056012,130  
060372627061006,602  
060372327022010,81  
060372735022021,733  
060372051201017,254  
060375313024006,256  
060378003281020,161  
060374631033013,267  
060373104002002,92  
060376211045017,130  
060372948301012,246  
060379800141035,232  
060375763021021,60  
060375758022037,801 
060372015041000,78  
060371236011001,164  
060374338042009,176  
060371911101004,206  
060375414022009,202  
060372693003004,806 
060372260022003,53  
060375325001003,60  
060372347002004,108  
060372352021000,110  
060375506022004,265  
060376201011015,625  
060375362023013,258  
060376026011010,209  
060376025111000,126  
060379800251015,246  
060372410012013,10  
060375317021021,66  
060375317021001,720  
060375551062012,62  
060375433062008,202  
060376205223003,130  
060371348021008,165  
060374807022003,176  
060378003354005,161  
060375306031007,70  
060372640002003,602  
060372161001008,28  
060372911102015,45  
060372971101014,205  
060376038021001,211  
060377007001008,2  
060377005011016,2  
060371919012009,4  
060371915002003,206  
060375401022006,612  
060375403001019,120  
060372405002006,117  
060375408005006,51  
060375410031038,246  
060371031021001,222  
060379304003023,804 
060379800371004,205  
060371412021004,750  
060371254022018,155  
060374629003057,487  
060375300071006,265  
060373201021005,234  
060371070204002,92  
060375361022028,258  
060375701001002,266  
060375325003000,108  
060371908022005,2  
060375513003007,127  
060374811012004,78  
060374335061013,70  
060375028011008,62  
060372380005002,209  
060375545123014,128  
060376500014003,210  
060372761022019,217  
060373008003011,90  
060371233043001,165  
060379800241014,239  
060371200301002,152  
060371951003002,175  
060372118032000,206  
060376203053011,126  
060375717011017,60  
060373115001023,183  
060374615023005,260  
060372060511001,18  
060372043001001,605  
060372675021007,4  
060378005062003,534  
060375334012005,260  
060372288001006,55  
060375401013012,120  
060375341022006,258  
060376203056021,126  
060376022021005,120  
060375406002003,801 
060376037021004,210  
060375552113004,62  
060377026004017,108  
060375002033001,120  
060375350012000,111  
060372402001006,45  
060371944021004,704  
060371924102002,10  
060375552113005,62  
060371957102005,200  
060372015041008,256  
060371098001004,237  
060375702023008,130  
060376208021005,232  
060372946203004,202  
060373010003005,201  
060372170012003,28  
060372624001006,602  
060375720011003,60  
060371201051007,167  
060379304001102,487  
060377024002001,733  
060376206011011,130  
060376500013029,130  
060372755001004,108  
060372672013000,4  
060371132391000,166  
060373006023015,90  
060372011203001,78  
060372733003017,33  
060372392013002,45  
060376024023000,40  
060375713001010,266  
060375326052020,60  
060375515012005,117  
060375360001009,260  
060375407002006,55  
060375502011011,120  
060375336022001,110  
060372772002000,115  
060375779003010,801 
060375759012008,801 
060371097003002,237  
060372220023005,209  
060372100103003,30  
060375042002018,120  
060372145032000,16  
060375553001010,62  
060375359024009,612  
060373016013007,794  
060371997001004,76  
060375708004007,266  
060372913001004,205  
060373005012006,90  
060376004003001,209  
060374633002000,267  
060371972001002,96  
060377009024004,14  
060377028033020,33  
060375707014004,265  
060374084021003,577  
060374816052033,260  
060375421033000,260  
060374807022008,256  
060372100102011,30  
060372693004005,806 
060375355031000,251  
060375351023011,53  
060376512221013,232  
060371832221004,81  
060372380002007,206  
060373011002003,90  
060374614001012,268  
060374824042008,176  
060375402011001,60  
060375778001008,111  
060371816002002,28  
060376700034010,232  
060378002041014,161  
060371272103002,234  
060375531001018,125  
060375529001000,62  
060376024025011,211  
060374309012009,267  
060375700034018,266  
060375534003014,125  
060371926202000,14  
060375509011016,265  
060375529003008,128  
060375535021004,125  
060379800111009,232  
060372948101004,232  
060374612003009,180  
060372671012010,4  
060371991202004,45  
060375532023010,125  
060372071032003,81  
060377009021001,20  
060377009014001,720  
060375310003025,256  
060372753112009,108  
060372227001002,35  
060376501012006,130  
060371344222014,169  
060377028013009,33  
060375004043001,266  
060371114022009,158  
060371211021025,224  
060376703243002,232  
060376511012026,232  
060376030081009,125  
060371043221003,92  
060371094003002,234  
060371863021003,28  
060373006011003,90  
060371174081003,152  
060375356071004,117  
060375356071003,60  
060372038003004,68  
060374301021010,267  
060375507002001,62  
060374638002008,256  
060372317202000,200  
060376203055012,126  
060374623021007,180  
060371390011000,154  
060372094032002,66  
060371276062004,165  
060372765001004,115  
060375329003001,102  
060372117012012,720  
060377023001001,806 
060374044013007,804 
060372719022002,733  
060372628021013,602  
060372060511015,18  
060372380003003,207  
060375027003012,62  
060376042003003,120  
060372352021013,111  
060375427003011,51  
060376203051003,126  
060375537012004,125  
060372911302009,910  
060375415002003,202  
060372410022011,53  
060375717033001,60  
060376211022002,232  
060376211042020,130  
060372976013014,246  
060376700033005,232  
060379800331050,801 
060374808042007,78  
060372318002000,10  
060372323002006,206  
060375533003003,125  
060374623022004,256  
060373010003009,201  
060371199003004,167  
060376203055001,126  
060375762001008,232  
060374320022009,267  
060377006004002,218  
060371832221007,180  
060372281002006,55  
060371041243022,233  
060373012064008,92  
060375307001040,70  
060374341005003,176  
060375544051002,130  
060375544062001,130  
060372412024003,120  
060372742024002,108  
060375318003012,18  
060377010003005,28  
060375351022019,115  
060377017012011,704  
060377020024014,733  
060375522003029,460  
060375527004007,62  
060374810021002,78  
060371066491000,239  
060375309022003,68  
060375541011001,127  
060376203052007,126  
060371286023021,183  
060371973003000,200  
060374816031006,76  
060372246002014,35  
060377026002001,110  
060371832221003,81  
060371272102013,734  
060373021024005,183  
060376030051004,125  
060372013012012,78  
060376513042000,232  
060376200013006,625  
060372240201013,910  
060375362022024,265  
060375006001000,266  
060372014011008,78  
060372384004004,209  
060372942003000,246  
060373113002014,154  
060373007012011,90  
060371220003015,152  
060377016022011,720  
060371222001011,94  
060374807022012,176  
060375316042008,18  
060375302023013,18  
060372345023008,210  
060375326061006,60  
060375530002018,128  
060374820011000,70  
060375008003019,266  
060372349023003,110  
060372696021005,16  
060371974202006,92  
060375416032003,125  
060375421062018,127  
060375440013002,202  
060376513042007,232  
060372942001003,246  
060377015012003,720  
060376001003001,204  
060375528004011,62  
060375540021000,127  
060371343061004,245  
060372189002001,209  
060372712002011,806 
060375438012001,910  
060376213012003,232  
060371061123000,234  
060375436032007,205  
060375522003025,62  
060372044101005,30  
060372679022004,728  
060372197003013,35  
060377012012003,20  
060375300074004,68  
060376037024002,211  
060376039012027,40  
060373016014004,94  
060373106013004,92  
060371341011005,152  
060375303011000,260  
060375538022012,128  
060379800341068,460  
060375545171014,128  
060375400001005,260  
060376511012004,344  
060373016021001,96  
060371239012022,230  
060377009014020,28  
060377009014025,28  
060372382001014,204  
060372111211004,10  
060374331034016,176  
060371283032013,154  
060372756043025,110  
060373109006001,154  
060373110001012,154  
060374819021003,258  
060378004112005,534  
060375329001004,110  
060373107042005,92  
060373017011012,92  
060375315021001,258  
060378003252012,161  
060371220003008,152  
060372343012002,40  
060377032002002,210  
060376009121024,111  
060376203057019,126  
060376213242008,232  
060376210056011,232  
060376210053004,232  
060375702041008,265  
060376502004021,130  
060375763013002,232  
060375758012000,232  
060372947012012,232  
060374638003003,256  
060375002032000,120  
060374613001014,267  
060375538021015,258  
060371320013005,165  
060371352023019,164  
060371925202007,206  
060371916102007,10  
060374324021015,268  
060372060511013,720  
060372711001013,806 
060376042001017,210  
060371271023002,163  
060376707014008,205  
060371990022058,28  
060371239021000,154  
060376018023001,212  
060372227001016,910  
060372079021005,66  
060372049202004,665  
060374814031007,76  
060371915001010,10  
060372679021009,4  
060375361021012,258  
060376004004000,207  
060374801023010,78  
060378003251003,161  
060373012042001,92  
060374803043007,78  
060376012124002,40  
060371345202005,165  
060371044011005,224  
060373016013001,92  
060373111002014,164  
060377008012002,14  
060377006001022,4  
060377007003034,720  
060371289103022,234  
060372240201006,81  
060375332041005,110  
060371837022006,256  
060372410013017,51  
060376027002016,209  
060371317021010,163  
060371317021009,163  
060371317011001,169  
060371343034004,163  
060371243002006,154  
060371236022002,158  
060374612002009,267  
060374621002007,687  
060371439011022,218  
060372083023000,14  
060371916201000,206  
060379800141036,232  
060374810011001,78  
060374044022003,804 
060379304002039,90  
060375521001009,460  
060378004061045,534  
060377005011018,2  
060375511021001,115  
060371152031008,239  
060371093002018,234  
060371232042014,230  
060371233012011,230  
060371231032003,152  
060371134282000,243  
060371173032000,237  
060371154014002,239  
060371175201002,734  
060378002062010,161  
060371371041004,601  
060374317012000,487  
060374640001012,258  
060372622002009,788  
060374008013006,804 
060374640003010,687  
060377006001010,2  
060371973002004,4  
060372111221002,201  
060372123062001,66  
060374824041000,176  
060371837011004,256  
060371070101006,236  
060373202024006,234  
060371210104012,152  
060371411011002,155  
060374627004000,804 
060371436061003,150  
060378002061014,161  
060374807022005,256  
060372622002011,734  
060374816063001,76  
060372146003000,14  
060374322022006,266  
060379304003091,260  
060373203002038,224  
060373203001002,230  
060371320013004,165  
060371973001000,603  
060378004061002,161  
060372060201019,910  
060374616004003,267  
060375538012004,258  
060371862012011,83  
060372015041013,256  
060371958031005,201  
060375306031004,70  
060374809012006,260  
060372110005017,20  
060375400002013,260  
060373116022009,155  
060371094003010,234  
060379304003015,804 
060374325012011,487  
060374814043001,176  
060372655211004,720  
060374329012005,266  
060371221202002,152  
060371370001005,152  
060371021072024,92  
060374324021008,268  
060371190012003,158  
060373023011001,94  
060378003281032,161  
060371881001002,94  
060371012221007,90  
060371065103017,236  
060371061112009,234  
060373111002007,164  
060371219002017,224  
060371274001004,237  
060371318011005,744  
060373104003003,92  
060373021043013,180  
060374609002013,268  
060374805001015,78  
060371852041005,28  
060371864032004,28  
060374307012012,267  
060374807032007,176  
060372148003007,30  
060375437052000,246  
060375539011004,128  
060371436022000,150  
060374607005001,90  
060372679021003,728  
060371873002008,92  
060371272102011,169  
060373101003010,92  
060371253222008,183  
060371043211004,233  
060371112061007,239  
060371112042012,243  
060379304003123,260  
060379304002034,90  
060376042001004,120  
060374319003001,267  
060375553003007,460  
060374806012002,176  
060371871011011,92  
060378002021009,534  
060371924201007,207  
060374311003002,804 
060374631031010,180  
060373114001014,222  
060372133201005,204  
060374332004008,70  
060372115002002,207  
060371433021013,224  
060378003353005,161  
060374816042000,260  
060374814041002,176  
060371977003000,45  
060377008021008,16  
060373102013003,183  
060374807032001,804 
060379800281058,117  
060371132311027,152  
060374637002003,180  
060374617002006,256  
060371882013003,180  
060371892021001,180  
060374642006000,78  
060374322012005,176  
060376006021001,117  
060376006012012,210  
060379304003001,804 
060371044011000,224  
060371094003012,234  
060371278061003,164  
060373007015003,90  
060374611003001,687  
060371132372006,245  
060373002004000,90  
060371198022004,158  
060371341031003,152  
060372074001028,487  
060372013022000,256  
060377006005017,2  
060371919021000,10  
060372172003000,212  
060372032003003,71  
060371941023002,218  
060377008012006,14  
060372126202008,207  
060372060101028,76  
060372110003003,16  
060371234202008,167  
060376002012009,206  
060371097002009,237  
060371066462008,239  
060371066423009,239  
060371060201010,234  
060371061111003,234  
060371233031006,167  
060371310242002,165  
060373006021028,90  
060371230202004,152  
060373021032002,183  
060371831032006,176  
060374307012004,78  
060378003352012,161  
060371871022008,603  
060371810001007,180  
060374044022008,804 
060375541063002,125  
060373003015001,90  
060371171012000,166  
060374624002007,256  
060371173021009,236  
060371349011006,164  
060371220002007,167  
060371344213005,164  
060378003241002,161  
060371810005004,81  
060371255022000,237  
060371255022001,237  
060374634003006,267  
060372672023003,704  
060374808021007,76  
060372168004005,728  
060374323001000,268  
060373020022002,92  
060374816053002,76  
060373021043003,685  
060374606011009,90  
060374046001089,267  
060371255021011,224  
060374634002003,267  
060371372031002,161  
060371132391002,901  
060371224202002,163  
060373007013013,90  
060374308032008,78  
060374638004002,81  
060375316042004,18  
060374321022005,267  
060372011202003,78  
060377007003046,720  
060374609003010,267  
060373011001006,90  
060374805002006,78  
060371852021009,28  
060372092021007,53  
060372169012001,33  
060375323042041,258  
060372083022008,10  
060374629003054,180  
060371064032007,236  
060371286011009,154  
060371172011006,167  
060371012211004,90  
060372140003008,16  
060371942001007,2  
060372671021003,704  
060372643042006,20  
060373116021001,155  
060373117003001,155  
060371814003012,28  
060375544042004,130  
060371047032001,166  
060373004005014,90  
060371372023002,150  
060371275202004,234  
060374614002010,256  
060374626002002,687  
060371064072000,234  
060371327002001,165  
060371310241013,150  
060371222001014,92  
060373005032003,90  
060373017012030,794  
060371911201000,704  
060373021032004,183  
060373021041001,180  
060371861003019,685  
060372117013004,720  
060371942001018,2  
060371898022006,2  
060371954003006,175  
060374044021020,804 
060371433022001,155  
060375748002003,577  
060372697001003,105  
060371313003007,152  
060371312003005,152  
060375759022011,801 
060375311021006,106  
060371045002004,230  
060374819013018,76  
060372340011003,209  
060375027003000,62  
060374821022015,260  
060379304002043,90  
060377018011021,806 
060372756032010,108  
060372314002008,40  
060377028011000,33  
060371082023015,243  
060372060512017,18  
060375548021009,62  
060379800091038,180  
060372312201006,204  
060376203052003,126  
060371908022011,210  
060371345201017,165  
060379800021009,202  
060375762005026,232  
060375759012007,801 
060376512014009,232  
060379800141041,232  
060377025021001,217  
060376502003002,211  
060376041013001,126  
060371903021007,180  
060371097001010,158  
060373006022013,90  
060378003331010,161  
060379800241012,236  
060375353001018,612  
060377017023008,4  
060372216021004,754  
060371832203003,83  
060371943001013,2  
060377007002028,2  
060372086201006,603  
060372041202003,605  
060375312011000,106  
060376002012010,206  
060375341011005,110  
060375538022009,128  
060379800341005,62  
060374816062011,76  
060373118011008,96  
060371347101003,163  
060372197003006,212  
060377012021004,20  
060375703052004,130  
060375433051097,205  
060375776053004,577  
060375732023012,60  
060372944213002,232  
060372948301002,202  
060372134021003,28  
060375440023001,202  
060374006052031,804 
060379800221004,236  
060375401013009,612  
060375433213004,51  
060371190011010,158  
060372092011000,20  
060372074001022,487  
060372372011008,206  
060376041021006,211  
060372400201012,51  
060375352002003,53  
060375357022003,251  
060375336032003,111  
060375348031004,612  
060372697001000,105  
060372738002008,33  
060374639003007,256  
060377026006005,108  
060375029012007,120  
060375024013001,266  
060372382004008,206  
060375034014006,120  
060376203055019,126  
060375400003018,260  
060375719003022,60  
060375544042005,130  
060372016011001,76  
060371173032013,152  
060372405004007,45  
060376205012007,126  
060375539022009,128  
060372739021006,33  
060372739025000,733  
060375508021009,111  
060372766081003,115  
060375026041011,62  
060375553001007,62  
060376023011010,211  
060375704041013,130  
060372946101010,202  
060372941103001,246  
060371951004014,175  
060376032001013,130  
060376502004010,130  
060372405002000,117  
060372409022004,51  
060372427002007,612  
060376204004006,232  
060376209012012,232  
060376209043010,232  
060376501012008,130  
060372966003001,550  
060372933061013,205  
060379800141037,232  
060374803022008,78  
060372282101003,53  
060374622022009,687  
060378004061052,534  
060376210052001,130  
060374811022002,487  
060372943021003,232  
060372693001005,806 
060372060511006,720  
060372627062026,602  
060372347004002,607  
060372756051008,110  
060377030032000,108  
060372311002021,45  
060375356071010,117  
060375514011004,115  
060375331042002,60  
060376014011010,115  
060372384001005,115  
060376024025007,125  
060376024025004,211  
060375712023003,265  
060375712023006,265  
060372051202021,251  
060376024022003,211  
060376513025002,232  
060374044024001,804 
060372185001001,212  
060372242001003,30  
060377012014008,602  
060375311014008,665  
060375323023015,260  
060372732001008,33  
060375341022000,110  
060375336032000,111  
060372376003016,111  
060375422003002,128  
060375523022000,62  
060375536022005,265  
060375717012017,60  
060376211045004,130  
060375535041000,125  
060377006001035,704  
060371131021007,243  
060377009023011,14  
060375348031002,60  
060379304003178,804 
060377014024003,20  
060375433221014,205  
060372962102009,910  
060372219002001,204  
060374339034002,176  
060372653061004,602  
060375759014009,232  
060375354001004,612  
060372404013004,204  
060372400203005,53  
060376203013016,232  
060372412021007,120  
060375432034000,202  
060375431002012,53  
060375703051003,130  
060372971202005,246  
060375776022024,577  
060375762005012,232  
060372951031014,550  
060376704162004,344  
060375731021010,60  
060376703242007,344  
060372943022021,232  
060379800121021,117  
060375501011007,62  
060376025061000,126  
060376029003021,125  
060375427002012,205  
060376213261003,232  
060375542042006,128  
060375432031004,202  
060375707015000,266  
060372327011006,108  
060375708001012,265  
060371232042010,165  
060375715024004,60  
060371344212009,169  
060371344222021,169  
060372640002017,602  
