GEOID
06037300501
06037310701
06037300200
06037310100
06037300400
06037300701
06037300902
06037320300
06037301400
06037301501
06037301502
06037301601
06037301701
06037301602
06037301702
06037302002
06037311000
06037311100
06037311200
06037311300
06037310703
06037310900
06037311400
06037237900
06037534700
06037228600
06037222600
06037482502
06037208904
06037302202
06037139703
06037430502
06037300702
06037123602
06037122410
06037131300
06037115302
06037109700
06037543903
06037204200
06037543701
06037241300
06037228410
06037531800
06037209820
06037214600
06037211420
06037191810
06037480302
06037192620
06037124500
06037301203
06037127910
06037123205
06037570001
06037310800
06037311700
06037311802
06037533403
06037134305
06037543201
06037553602
06037620001
06037535604
06037532900
06037576302
06037460401
06037143902
06037141700
06037311500
06037123420
06037134101
06037301000
06037620301
06037540502
06037242600
06037117404
06037123203
06037237600
06037204410
06037296220
06037228500
06037183810
06037460501
06037575803
06037621201
06037554405
06037131400
06037131600
06037131900
06037302103
06037262303
06037191410
06037541606
06037234800
06037500600
06037141600
06037980021
06037211802
06037262100
06037191720
06037194300
06037122420
06037128220
06037297201
06037189903
06037194101
06037111205
06037265602
06037115403
06037603802
06037125502
06037127103
06037127603
06037128101
06037127711
06037127803
06037127806
06037128601
06037128602
06037128802
06037273502
06037131702
06037132002
06037132101
06037461502
06037273902
06037275603
06037462201
06037461901
06037461902
06037462002
06037462202
06037462301
06037127102
06037231720
06037212410
06037482201
06037482202
06037462302
06037463602
06037482301
06037482303
06037554513
06037262200
06037297110
06037430801
06037482304
06037482401
06037554406
06037701902
06037702102
06037431501
06037431502
06037482503
06037533701
06037433402
06037480011
06037481711
06037531101
06037533105
06037541500
06037552601
06037601002
06037554517
06037117302
06037117303
06037117520
06037482701
06037132102
06037132501
06037132502
06037134002
06037134423
06037134904
06037137104
06037139001
06037139402
06037480303
06037980001
06037980002
06037603102
06037620521
06037269907
06037120300
06037120400
06037121010
06037121020
06037293306
06037570404
06037124201
06037121210
06037121600
06037124000
06037124102
06037124300
06037124400
06037124600
06037141201
06037482702
06037500202
06037141102
06037980005
06037141202
06037141304
06037143603
06037183221
06037183222
06037183401
06037121900
06037122000
06037122120
06037122200
06037123020
06037123103
06037101110
06037101220
06037113301
06037113303
06037113322
06037106020
06037106111
06037115101
06037115202
06037115301
06037115401
06037191902
06037194102
06037195803
06037102105
06037104124
06037104821
06037106408
06037115104
06037119201
06037125501
06037800204
06037571703
06037134520
06037134422
06037134901
06037135102
06037135111
06037135202
06037533402
06037533501
06037578100
06037137000
06037183702
06037481605
06037980008
06037278102
06037294301
06037294302
06037294421
06037294701
06037296401
06037101400
06037183402
06037183701
06037186201
06037186203
06037186302
06037296402
06037296902
06037297202
06037297601
06037297602
06037104204
06037106645
06037121102
06037124104
06037302505
06037302506
06037576001
06037186403
06037186404
06037187101
06037188201
06037189101
06037189102
06037189202
06037190802
06037191301
06037191302
06037191901
06037124902
06037481606
06037533703
06037134905
06037500404
06037300301
06037301205
